,Names,Total_shipped,Total_sales
14,Steal Princess (JP sales),,0.00m
15,Choko Ken no Dekitate Sweets Wagon,,0.00m
16,Date ni Game Tsui Wake Jane! Dungeon Maker Girls Type,,0.00m
17,Kouenji Joshi Soccer 2: Koi wa Nebagiba Kouenji,,0.00m
18,Blood Bowl,,0.00m
19,Flips: Artemis Fowl,,0.00m
20,Ikamono Tantei: Ikatan,,0.00m
21,Uwasa no Midori-Kun!! 2 Futari no Midori!?,,0.00m
22,Flips: Cathy Cassidy,,0.00m
23,Food Coach: Healthy Living Made Easy,,0.00m
24,"Gokuhou!! Mecha Mote Iinchou: Mecha Mote Days, Hajime Masuwa!",,0.00m
25,Picture Puzzle Collection: The Dutch Masters,,0.00m
26,Akogare Girls Collection: Suteki ni Nurse Days,,0.00m
27,Telly Addicts,,0.00m
28,Hayarigami DS: Toshidensetsu Kaii Jiken,,0.00m
29,Hello Pocoyo!,,0.00m
30,Flips: Percy Jackson,,0.00m
31,Hajime no Ippo: The Fighting! DS,,0.00m
32,Kaite Oboeru: Dora-Gana,,0.00m
33,Rhythm 'n Notes: Improve Your Music Skills,,0.00m
34,Hachi-One Diver DS,,0.00m
35,Breath: Toiki wa Akaneiro,,0.00m
36,Saikin Koishiteru?,,0.00m
37,Driving Theory Training 2009/2010 Edition,,0.00m
38,Magical Zunou Power!!,,0.00m
39,Sakai Burai Kaiji: Death or Survival,,0.00m
40,Shrek Smash n' Crash Racing,,0.00m
41,World Snooker Championship: Season 2007-08,,0.00m
42,Ora ga Omae o Mamoru,,0.00m
43,My French Coach Level 2,,0.00m
44,Diva Girls: Diva Dancers,,0.00m
45,Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,,0.00m
46,Flips: Too Ghoul for School,,0.00m
47,Diabolik: The Original Sin,,0.00m
48,Snoopy DS: Snoopy to Nakama Tachi ni Ai ni Ikou!,,0.00m
49,Youda Farmer,,0.00m
0,Call of Atlantis,,0.00m
1,Mr Bean,,0.00m
2,Another Time Another Leaf: Kagami no Naka no Tantei,,0.00m
3,Bridge Training,,0.00m
4,Postman Pat,,0.00m
5,Sekai Fushigi Hakken DS: Densetsu no Hitoshi-kun Ningyou o Sagase,,0.00m
6,Touch Darts,,0.00m
7,IQ Trainer,,0.00m
8,I did it Mum! Picture Book,,0.00m
9,Grand Trucker Aniki: Shigoto to Kenka to Koimoyou,,0.00m
10,Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking,,0.00m
11,Shaun the Sheep: Off His Head,,0.00m
12,Underwater Attack,,0.00m
13,PDC World Championship Darts 2009,,0.00m
14,Slingo Quest,,0.00m
15,Okada Toshio no Itsumademo DEBU to Omounayo: DS Recording Diet,,0.00m
16,Will O' Wisp DS,,0.00m
17,Paint by DS,,0.00m
18,Item Getter: Bokura no Kagaku to Mahou no Kankei,,0.00m
19,My Pet Hotel 2,,0.00m
20,Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,,0.00m
21,Jagged Alliance,,0.00m
22,Gakken Europa 4: Kokugo Sanmai DS,,0.00m
23,James Pond: Codename RoboCod,,0.00m
24,Simple DS Series Vol. 44: The Gal Mahjong,,0.00m
25,Pachi & Slot Hisshoubon DS,,0.00m
26,Phil Taylor's Power Play Darts,,0.00m
27,Princess Maker 4 Special Edition,,0.00m
28,Youda Safari,,0.00m
29,Tim Stockdale's Riding Star,,0.00m
30,Crazy Machines 2,,0.00m
31,Machi no Pet-Ya-San DS 2: Wannyan 333-Hiki Daishuugou!,,0.00m
32,Manepa 1000-Mannin no FX Training,,0.00m
33,Jelly Belly: Ballistic Beans,,0.00m
34,Naraba's World: The Mysterious Palace,,0.00m
35,Princess Ballerina: Yumemiru 4-Jin no Primadonna,,0.00m
36,Crazy Frog Racer,,0.00m
37,Mori no Cafeteria DS: Oshare na Cafe Recipe,,0.00m
38,Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,,0.00m
39,Kawaii Koneko DS 2,,0.00m
40,Koisuru Purin! Koi wa Daibouken! Dr. Kanmi no Yabou!?,,0.00m
41,Yume o Kanaeru Zou,,0.00m
42,Fifi and the Flowertots: Fifi's Garden Party,,0.00m
43,Let's Play: Pet Hospitals,,0.00m
44,Hottarake no Shima: Kanata to Nijiiro no Kagami,,0.00m
45,Clever Kids: Dino Land,,0.00m
46,Hayarigami 2 DS: Toshidensetsu Kaii Jiken,,0.00m
47,Team Batista no Eikou: Shinjitsu o Tsumugu 4-tsu no Karte,,0.00m
48,The * Kayou Generation,,0.00m
49,Toudou Ryuunosuke Tantei Nikki: Aen no Koufune,,0.00m
0,Toudou Ryuunosuke Tantei Nikki: Kohakuiro no Yuigon,,0.00m
1,Saru Saru DS,,0.00m
2,Clever Kids: Farmyard Fun,,0.00m
3,Maruhan Pachinko & Pachi-Slot Hisshou Guide Kanshuu: The Pachinko Hall,,0.00m
4,Tsukibuto,,0.00m
5,Minna no Oekaki Yasan,,0.00m
6,Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,,0.00m
7,Space Bust-A-Move (JP sales),,0.00m
8,New Zealand Story Revolution,,0.00m
9,Flips: Mr. Gum,,0.00m
10,Tetsudou Kentei DS,,0.00m
11,Gardening Guide: How to get Green Fingers,,0.00m
12,The Magic Roundabout,,0.00m
13,Flips: Enid Blyton - The Adventure Series,,0.00m
14,Clever Kids: Pony World,,0.00m
15,Strawberry Shortcake: The Four Seasons Cake,,0.00m
16,Let's Play Fashion Designer,,0.00m
17,Rekishi Adventure: Quiz San Goku Shi Tsuu DS,,0.00m
18,"Animaniacs: Lights, Camera, Action!",,0.00m
19,Habu Yoshiharu Shougi de Kitaeru: Ketsudanryoku DS,,0.00m
20,F24: Stealth Fighter,,0.00m
21,Kemeko Deluxe! DS: Yome to Meka to Otoko to Onna,,0.00m
22,Kutsushita Nyonko: Kutsushita o Haita Neko to Kurashi Hajime Mashita,,0.00m
23,Pogo Island,,0.00m
24,Umibe de Reach! DS,,0.00m
25,Kageyama Hideo no Hanpuku Ondoku DS Eigo,,0.00m
26,Simple DS Series Vol. 43: The Host Shiyouze! DX Knight King,,0.00m
27,Super Auto Salon: Custom Car Contest,,0.00m
28,Pic Pic,,0.00m
29,LOL,,0.00m
30,Metroid Prime Hunters: First Hunt,,0.00m
31,Runaway: The Dream of the Turtle,,0.00m
32,Yatsu Hakamura,,0.00m
33,Kira Kira Pop Princess,,0.00m
34,Rhythm de Cooking,,0.00m
35,Maths Made Simple,,0.00m
36,Tetsudou Musume DS: Terminal Memory,,0.00m
37,Unknown Soldier: Mokuba no Houkou,,0.00m
38,Keiki J.B. Harold Jikenbo: Manhattan Requiem & Kiss of Murder,,0.00m
39,Happy My Sweets,,0.00m
40,Drawn to Life (JP sales),,0.00m
41,Net Ghost Pipopa: Pipopa DS @ Daibouken!!!,,0.00m
42,Jig-A-Pix: Wonderful World,,0.00m
43,Shiseido Beauty Solution Kaihatsu Center Kanshuu: Project Beauty,,0.00m
44,Heracles: Battle With The Gods,,0.00m
45,LEGO Friends,,0.00m
46,Fireman Sam: Action Stations,,0.00m
47,Mahjong Mysteries: Ancient Egypt,,0.00m
48,Subbuteo,,0.00m
49,Lola & Virginia,,0.00m
0,Rafa Nadal Tennis,,0.00m
1,Hollywood Files: Deadly Intrigues,,0.00m
2,Pang: Magical Michael,,0.00m
3,Equestrian Training: Stages 1-4,,0.00m
4,Go Go Cosmo Cops!,,0.00m
5,Mirakuru! Mimika DS,,0.00m
6,Simple DS Series Vol. 46: The Hikyou Tankentai: Choutoko Special,,0.00m
7,Nazo Nazo & Quiz Ittou Nyuukon Q Mate!,,0.00m
8,Texas Hold 'Em Poker Pack,,0.00m
9,1001 Crosswords,,0.00m
10,Shawn Johnson Gymnastics,,0.00m
11,The Times Crossword Challenge,,0.00m
12,Top Trumps Horror & Predator,,0.00m
13,Eggheads,,0.00m
14,Hidden Photo,,0.00m
15,Hospital Giant,,0.00m
16,Stratego,,0.00m
17,Oktoberfest,,0.00m
18,Buffy the Vampire Slayer: Sacrifice,,0.00m
19,"Mind, Body & Soul: Spellbound 2",,0.00m
20,Intellivision Lives!,,0.00m
21,Top Trumps: Dogs & Dinosaurs,,0.00m
22,Undercover: Dual Motives,,0.00m
23,Jewel Link Double Pack: Atlantic Quest / Galactic Quest,,0.00m
24,Metropolis Crimes,,0.00m
25,Margot's Bepuzzled!,,0.00m
26,Fix It: Home Improvement Challenge,,0.00m
27,Chronos Twins: One Hero.Two Worlds.,,0.00m
28,New Touch Party Game,,0.00m
29,City Life DS,,0.00m
30,Nintendo DS Browser,,0.00m
31,Digimon World Championship,,0.00m
32,Fairyland Melody Magic,,0.00m
33,XG Blast!,,0.00m
34,"Ed, Edd n Eddy: Scam of the Century",,0.00m
35,Legacy of Ys: Books I & II,,0.00m
36,Izuna: Legend of the Unemployed Ninja,,0.00m
37,Jewel Adventures,,0.00m
38,My Spanish Coach Level 2: Intermediate,,0.00m
39,Emma in the Mountains,,0.00m
40,Everything's Rosie,,0.00m
41,Maestro! Jump in Music,,0.00m
42,Monster High 13 Wishes,,0.00m
43,Ys Strategy,,0.00m
44,Cookie Shop,,0.00m
45,Mystery Case Files: Ravenhearst,,0.00m
46,Mind. Body. Soul.: Nutrition Matters,,0.00m
47,The Waterhorse: Legend of the Deep,,0.00m
48,8Ball Allstars,,0.00m
49,Ben 10 Omniverse,,0.00m
0,Casual Classics,,0.00m
1,Giana Sisters DS,,0.00m
2,Top Trumps: Horror & Predators,,0.00m
3,Ready Steady Cook: The Game,,0.00m
4,Rise of the Guardians: The Video Game,,0.00m
5,Tennis Masters,,0.00m
6,Elebits: The Adventures of Kai and Zero,,0.00m
7,Jig-a-Pix: Love is...,,0.00m
8,"Mind, Body & Soul: Blend It!",,0.00m
9,13-Sai no Hello Work DS,,
10,1500DS Spirits Vol. 10: Igo,,
11,1500DS Spirits Vol. 1: Mahjong,,
12,1500DS Spirits Vol. 2: Shogi,,
13,1500DS Spirits Vol. 3: Block Kuzushi,,
14,1500DS Spirits Vol. 4: Reversi,,
15,1500DS Spirits Vol. 5: Hanafuda,,
16,1500DS Spirits Vol. 6: Trump,,
17,1500DS Spirits Vol. 7: Chess,,
18,1500DS Spirits Vol. 8: Darts,,
19,1500DS Spirits Vol. 9: 2 Nin-uchi Mahjong,,
20,1500DS Spirits: Mahjong V,,
21,1500DS Spirits: Shogi V,,
22,18 Card Games,,
23,5-Kyuu kara 1-Kyuu Zenkyuu Taiou: Saishin Kakomondai - 2-Ji Shiken Taisaku - Eiken Kanzenhan,,
24,50 More Classic Games,,
25,700 Banjin no Atama o Yokusuru: Chou Keisan DS - 13000-Mon + Image Keisan,,
26,A Boy and His Blob,,
27,A New Beginning,,
28,A Ressha de Ikou DS: Navigation Pack,,
29,AAA: El Videojuego,,
30,Actua Pool,,
31,Addy Junior Mein Körper,,
32,Addy Junior: Mein Korper,,
33,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,,
34,Agatha Christie DICE,,
35,Akko de Pon! Ikasama Hourouki,,
36,Akogare Girls Collection: Lovely Youchien Nikki,,
37,Akogare Girls Collection: Mister Donut DS,,
38,Akogare Girls Collection: Ohanaya-San Monogatari,,
39,Akogare Girls Collection: Pika Pika Nurse Monogatari,,
40,Akogare Girls Collection: Wan Nyan Doubutsu Byouin,,
41,Alien Blobs,,
42,All Star 5-A-Side Football,,
43,Allied Ace Pilots,,
44,Amida's Path,,
45,Anan Kanshuu: Onna Dikara Kinkyuu Up! DS,,
46,Angelique Duet,,
47,Angry Birds HD,,
48,Animal Paradise Wild,,
49,Animal Planet: Pet Vet,,
0,Ankh: Curse of the Scarab King,,
1,Anne's Doll Studio,,
2,Anpanman to Asobu: Aiueo Kyoushitsu DX,,
3,Anpanpan to Asobo: Aiueo Kyoushitsu,,
4,Ao-Don DS: Hanabi no Goku & Hanabi no Takumi,,
5,Apathy: Narugami Gakuen Toshi Densetsu Tantei Kyoku,,
6,Appare! Shogi Jiisan,,
7,Aquatic Tales,,
8,Arashi no Yoruni,,
9,Arasuji de Kitaeru Sokumimi no Susume DS,,
10,Arasuji de Oboeru Sokudoku no Susume DS,,
11,Ark no 10-Punkan Eigo Master: Chuukyuu,,
12,Ark no 10-Punkan Eigo Master: Joukyuu,,
13,Ark no 10-Punkan Eigo Master: Shokyuu,,
14,Art of Murder: Cards of Destiny,,
15,Art of Murder: FBI Top Secret,,
16,Arthur and the Revenge of Maltazard,,
17,Asoberu Eigo: Word Magic DS,,
18,Asonde Igo ga Sara ni Tsuyoku naru!! Ginsei Igo DS Chuukyuuhen,,
19,Asonde Igo ga Tsuyoku naru!! Ginsei Igo DS,,
20,Asonde Shogi ga Tsuyoku Naru! Ginsei Shogi DS,,
21,Asterix & Obelix XXL 2: Mission: Wifix,,
22,Asterix at the Olympic Games,,
23,Asterix Brain Trainer,,
24,Astrology,,
25,Atama de Do! Kotenko Kotenko,,
26,Atama no Kaiten no Training: Rubik's Cube & Chou Yuumei Puzzle Tachi,,
27,Atama wo Kitaete Asobu Taisen Yajirushi Puzzle: Puppynu Vector One,,
28,ATV Wild Ride,,
29,ATV X-Treme: World Challenge,,
30,Aztec Treasure Hunt,,
31,B Team: Metal Cartoon Squad,,
32,B-Units: Build It!,,
33,Bakegyamon: Ayakashi Fighting,,
34,Bakusou Dekotora Densetsu Black,,
35,Barbie Dreamhouse Party,,
36,Bartender DS,,
37,Baten Kaitos Origins,,
38,Beetle King,,
39,Benjamin Blümchen: Ein Tag im Zoo,,
40,Big Mutha Truckers,,
41,Big Time Rush: Backstage Pass,,
42,Big Word Puzzle Book,,
43,Bikkuri! Dokkiri! Mahou no Pen,,
44,Billard Action,,
45,Billiard Action,,
46,Biz Nouryoku DS Series: Wagokoro no Moto,,
47,Biz Nouryoku Series: Miryoku Kaikaku,,
48,Biz Taiken DS Series: Kigyoudou Inshoku,,
49,Biz Taiken DS Series: Kigyoudou Kaigai,,
0,Black Cat: Kuroneko no Concerto,,
1,Black Jack: Hi no Tori Hen,,
2,Blades of Thunder II,,
3,Bokura no Telebi Game Kentei,,
4,Bouken-Ou Beet: Vandal vs. Busters,,
5,Brain Buster Puzzle Pak,,
6,Bratz: Fashion Boutique,,
7,BreakSoul,,
8,Build-A-Bear Workshop,,
9,Business Ryoku Kentei DS,,
10,California Games,,
11,Calvin Tucker's Redneck: Farm Animal Racing Tournament,,
12,Calvin Tucker's Redneck: Farm Animals Racing Tournament,,
13,Carcassonne,,
14,Card de Asobu! Hajimete no DS,,
15,Card Game 9,,
16,Caveman Rock,,
17,Center Shiken: Eigo Listening Sokushuu DS,,
18,Chara-Chinko,,
19,Check vs. Mate,,
20,Chess Crusade,,
21,Chicken Hunter: Jewel of Darkness,,
22,Chishiki-Ou Series: Train Master,,
23,Choco Ken no Omise: Patisserie & Sweets Shop Game,,
24,Chou Kantan Boki Nyuumon DS,,
25,Chou Kowai Hanashi DS: Ao no Shou,,
26,Chou-Gekijou-Ban Keroro Gunsou: Enshuu Dayo! Zenin Shuugou,,
27,Chubaw Desuyo! Kyoushou Recipe Shuu,,
28,Chuukana Janshi Tenhoo Painyan Remix,,
29,Ciao Dream Touch! Happy Anniversary,,
30,Cinnamoroll: KuruKuru Sweets Paradise,,
31,Cinnamoroll: Ohanashi shiyo! - KiraKira DE Kore Cafe,,
32,Clash King V201,,
33,Clever Kids: Pet Store,,
34,Color Commando,,
35,Colpile,,
36,Command and Destroy,,
37,Coronation Street,,
38,Coropata,,
39,Cosmetic * Paradise: Princess Life,,
40,Cosmetic Paradise: Kirei no Mahou,,
41,Crazy Circus,,
42,Crazy Garage,,
43,Crazy Labyrinth,,
44,Crazy Pig,,
45,Crazy School Games,,
46,Crimson Room,,
47,Croket! DS: Tenkuu no Yuusha tachi,,
48,Crossword de Manabou! Chiri - Rekishi,,
49,Crossword DS + Sekai 1-Shuu Cross,,
0,Custom Mahjong,,
1,Daigaku Ekiden 2008 Hakone,,
2,Daigasso! Band Brothers Tsuika Kyoku Cartridge: Request Selection,,
3,Daikoukai Jidai IV: Rota Nova,,
4,Daisenryaku DS,,
5,Dakkoshite! Chimpanzee,,
6,Dance Floor,,
7,Dance! It's Your Stage,,
8,Daredemo Asobi Taizen,,
9,Daredemo Kantan! Chou Chikun no Tsumego,,
10,Daredemo Kantan! Watanabe Akira no Tsume Shogi,,
11,Days of Memories,,
12,Days of Memories 2,,
13,Deep Aquarium: Kiseki no Shinkai,,
14,Dekiru Otoko no Mote Life: Hiru no Mote Kouza Hen,,
15,Dekiru Otoko no Mote Life: Yoru no Mote Jissen Hen,,
16,Dekitayo Mama! Mitsugo no Kuma-San: Onna no Ko,,
17,Dekitayo Mama! Mitsugo no Kuma-San: Otoko no Ko,,
18,Deltora Quest: 7-tsu no Houseki,,
19,Despicable Me: The Game,,
20,Destiny's Dilemma,,
21,Detroit Metal City DS: Death Shout,,
22,Diamond Trust of London,,
23,Digitars: Magnificent Flying Funfair,,
24,Diner Dash: Flo on the Go®,,
25,Dino King Battle: Taiko Kara no Hyouryuusha,,
26,Disciples II DS,,
27,Discover our Earth,,
28,Disgaea: Hour of Darkness,,
29,Disney Violetta: Rhythm & Music,,
30,Diva Girls: Making the Music,,
31,Doctor Who,,
32,Doko Demo Raku Raku! DS Kakeibo,,
33,Donguri Adventure,,
34,Double Bloob,,
35,Double Pack Tomb Raider: Legend / Anniversary,,
36,Dragon Dance,,
37,Dragon Hunters,,
38,Dragonology,,
39,DS Calorie Navi,,
40,DS de Yomu Series: Tezuka Osamu Hi no Tori 1,,
41,DS de Yomu Series: Tezuka Osamu Hi no Tori 2,,
42,DS de Yomu Series: Tezuka Osamu Hi no Tori 3,,
43,DS Dengeki Bunko: Alison,,
44,DS Dengeki Bunko: Inukami! feat. Animation,,
45,"DS Dengeki Bunko: Iria no Sora, UFO no Natsu",,
46,"DS Dengeki Bunko: Iria no Sora, UFO no Natsu I-II",,
47,"DS Dengeki Bunko: Iria no Sora, UFO no Natsu II",,
48,DS Kageyama Method: Dennou Hanpuku - Chiri - Rekishi - Koumin - Maru x Maru Shakaika,,
49,DS Kageyama Method: Tadashii Kanji Kakitori-Kun - Kondo wa KanKen Taisaku Dayo!,,
0,DS Motte Tabi ni Deyo: Kyoto,,
1,DS Pico Series: Sanrio no Party Heikou! Oryouri - Oshiyare - Okaimono,,
2,DS Puzzler: Numpla Fan & Oekaki Logic,,
3,DS Puzzler: Numpla Fan & Oekaki Logic Wi-Fi Taiou,,
4,DS Toukemuri Suspense Series: Free Writer Touyako,,
5,DS-Pico Series: Sanrio Puro Land - Waku Waku Okaimono - Suteki na Oheya Otsukuri Masho!,,
6,DS:Style Series: Anata Dake no Private Lesson - DS de Hajimeru - Tipness no Yoga,,
7,DS:Style Series: Anata mo DS de Classic Kiite Mimasenka?,,
8,DS:Style Series: Chikyuu no Arukikata DS - France-Hen,,
9,DS:Style Series: Chikyuu no Arukikata DS - Hawaii-Hen,,
10,DS:Style Series: Chikyuu no Arukikata DS - Hong Kong-Hen,,
11,DS:Style Series: Chikyuu no Arukikata DS - Igirisu-Hen,,
12,DS:Style Series: Chikyuu no Arukikata DS - Italia-Hen,,
13,DS:Style Series: Chikyuu no Arukikata DS - New York-Hen,,
14,DS:Style Series: Chikyuu no Arukikata DS - Seoul - Busan-Hen,,
15,DS:Style Series: Chikyuu no Arukikata DS - Shanghai-Hen,,
16,DS:Style Series: Chikyuu no Arukikata DS - Taiwan-Hen,,
17,DS:Style Series: Chikyuu no Arukikata DS - Thai-Hen,,
18,DS:Style Series: Hana Saku DS Gardening Life,,
19,Duke Nukem Trilogy: Chain Reaction,,
20,Duke Nukem Trilogy: Proving Ground,,
21,Duke Saraie no Kenkou Walking Navi,,
22,Dungeon of Windaria,,
23,Ecolis: Aoi Umi to Ugoku Shima,,
24,Ed's Farm,,
25,Edo Bunka Rekishi Kentei DS,,
26,Eigo o Taberu Fushigi na Ikimono Marsh,,
27,Eijukugo Target 1000 DS,,
28,Eiken DS Training,,
29,Eiken-Ou: 2-Kyuuhen,,
30,Eiken-Ou: 3-Kyuuhen,,
31,Eiken-Ou: 4-Kyuuhen,,
32,Eiken-Ou: Jun-2-Kyuuhen,,
33,Eikou Seminar Koushiki DS Kyouzaki: Chuugakkou Eitango - Eitan Zamurai DS,,
34,Eikou Seminar Koushiki DS Kyouzaki: Shougakkou Eigo - Eitan Zamurai DS,,
35,Eitango Target 1900 DS,,
36,El Chavo,,
37,Elastomania DS,,
38,Elemental Monster,,
39,Emma in the Mountains,,
40,Empire Deluxe,,
41,Enpitsu de Oku no Hosomichi DS,,
42,EQ Trainer DS: Dekiru Otona no Communication Jutsu,,
43,ESSE Shikkari Kakeibo DS,,
44,Eternal Chronicle,,
45,Eye Q,,
46,Family Park Tycoon,,
47,Famous,,
48,Fizz,,
49,Fractured Soul,,
0,Free Running,,
1,French Buddy,,
2,Fujimori Midori no Let's Tarot,,
3,Fukoumori: Moririi no Unhappy Project,,
4,Fushigi no Dungeon: Fuurai no Shiren DS 2 - Sabaku no Majou,,
5,Futari wa PreCure Max Heart: Danzen! DS de PreCure Chikara o Awasete Dai Battle,,
6,Futari wa PreCure: Splash*Star Panpaka Game de Zekkouchou!,,
7,Fuuun! Dairoujou,,
8,Fuyu no Sonata DS,,
9,G.G Series Collection Plus,,
10,Gachapin Nikki DS,,
11,Gakken Chuugokugo Sanmai DS,,
12,Gakken Chuugokugo Sanmai DS: Kiki-Tore & Shoki-Tore,,
13,Gakken DS: Otona no Gakushuu Kindaichi Sensei no Nihongo Lesson,,
14,Gakken Eigo Sanmai DS,,
15,Gakken Hangul Sanmai DS,,
16,Gakken Hangul-Go Sanmai DS: Kiki-Tore & Shoki-Tore,,
17,Gakken M Bunko: Monoshiri Edo Meijin,,
18,Gakken Mainichi no Drill DS: Mesaze! Miracle Shougaku 1 Nensei,,
19,Gakken Mu Henshuubu Kanshuu: Choujou Genshou Research File,,
20,Gakken Taigo: Indonesia-Go Sanmai DS,,
21,Gakken Youten Rank Jun Series: Kagaku DS,,
22,Gakken Youten Rank Jun Series: Nippon no Rekishi DS,,
23,Gakken: Shin TOEIC Test Kanzen Kouryaku 2,,
24,Gakkou no Kaidan DS,,
25,Gakkou no Kowai Uwasa: Hanako-San ga Kita!!,,
26,Galactik Football,,
27,Game & Watch Collection,,
28,Game & Watch Collection 2,,
29,Game Book DS: Koukaku no Regios,,
30,Game de Demashita! Powerpuff Girls Z,,
31,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 1 - Touen no Chikai,,
32,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 2 - Ryofu no Matsuro,,
33,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 3 - Sanko no Rei,,
34,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 4 - Sangoku Teiritsu,,
35,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 5 - Suishi no Hyou,,
36,Gamics Series Vol. 1: Yokoyama Mitsuteru - San Goku Shi - Vol. 6 - Koumei no Yuigon,,
37,Garaku Tale,,
38,Gauntlet,,
39,Gendai Daisenryaku DS: Isshoku Sokuhatsu - Gunji Balance Houkai,,
40,Germany's Next Topmodel,,
41,Germany's Next Topmodel 2010,,
42,Gijutsu Hyouronsha Kanshuu: Kihonjouhou Gijutsusha DS,,
43,Gintama: Gintoki vs. Hijikata!? Kabukichou Gintama Dai Soudatsusen!!,,
44,Glyder,,
45,Go West: A Lucky Luke Adventure,,
46,Golden Nugget Casino DS,,
47,Golgo 13: File G-13 o Oe,,
48,Grand Theft Auto: Episodes from Liberty City,,
49,Gravity Zero Racing,,
0,Gremlins Gizmo,,
1,Groovy Chick: My Fashion World,,
2,Guru Guru,,
3,Gyakuten Saiban Jiten,,
4,Hachi Koi,,
5,Hamster to Kurasou,,
6,Handsome x English: Inglez ni Koishite,,
7,Hannah Montana: Pop Star Exclusive,,
8,Happy Bakery,,
9,Happy Happy Clover,,
10,Happy Hippos World Tour,,
11,Harobots Action!!,,
12,Harukanaru Toki no Naka de: Mai Hito Yo,,
13,Hayate no Gotoku! Boku ga Romeo de Romeo ga Boku de,,
14,Heavy Armor Brigade,,
15,Heisei Kyouiku Iinkai DS: Zenkoku Touitsu Moshi Special,,
16,Hello Kitty no Gotouchi Collection: Koi no DokiDoki Trouble,,
17,Hello Kitty no PacPac & Logic,,
18,Hello Kitty no Panda Sports Stadium,,
19,Henshin Magical Doll: Nikui Idol Kara Sekai o Modosou,,
20,Hero Project,,
21,Higurashi no Naku Koro ni Kizuna: Ichi-Ni Maki Pack,,
22,Hiromichi Oniisan no Oyako Taisou Navi,,
23,Hissatsu Kung Fu: Kanji Dragon,,
24,History Egypt: Engineering an Empire,,
25,Honki de Manabu: LEC de Goukaku - DS Hishou Kentei 2-Kyuu/3-Kyuu,,
26,Honki de Manabu: LEC de Goukakuru - DS Gyouseishoshi,,
27,Honki de Manabu: LEC de Goukakuru - DS Kikenbutsu Toriatsukaimono Otsushu 4-Rui,,
28,Honki de Manabu: LEC de Goukakuru - DS Koumuinshiken Suumato Shori,,
29,Honki de Manabu: LEC de Goukakuru - DS Takuchi Tatemono Torihiki Shuninsha 2011-Toshi & 2012-Toshi Nendoban,,
30,Horoscope,,
31,Hoshigami: Ruining Blue Earth Remix,,
32,Hoshizora Navi,,
33,Hotel Giant 2,,
34,Hotel Transylvania,,
35,I Did It Mum! Dolls House,,
36,I Love Dolphin,,
37,Ichido wa Yonde de Okitai Nihon Bungaku 100-Sen,,
38,Ico Soccer,,
39,Idaten Jump DS: Moero! Flame Kaiser,,
40,Idol Janshi Suchi-Pai III Remix,,
41,Illust Logic DS + Colorful Logic,,
42,Imasugu Tsukaeru Mamechishiki: Quiz Zatsugaku-Ou DS,,
43,Imi Gawakaru Otona no Jukugo Renshuu: Kadokawa Ruigo Shinjiten Kara 5-Man Mon,,
44,Interactive Storybook DS Series 2,,
45,International Athletics,,
46,Inu Kaisha DS,,
47,Inugamike no Ichizoku,,
48,Ippan Zaidan Houjin: Nippon Kanji Shuujukudo Kentei Kikou Kounen - Tsuutenkaku DS,,
49,Iraroji VOW,,
0,Iron Feather,,
1,It's tehodoki! Hannya Shingyou Nyuumon,,
2,Itsu Demo Doko Demo Dekiru Igo: AI Igo DS,,
3,Itsu Demo Doko Demo Dekiru Shogi: AI Shogi DS,,
4,Itsu Demo Doko Demo: Onita Atsushi no Seiji Quiz DS,,
5,Itsumono Shokuzai de Dekichau Suteki na Sweets to Gochisou,,
6,Jaka Jaka Music!,,
7,Jakers! Let's Explore,,
8,Japan Golfer's Kentei DS,,
9,Jewel Match 3,,
10,Jewel Pet: Mahou no DS Kirapi Kariin,,
11,Jewel Pet: Mahou no Oheyya de Issho ni Asobou!,,
12,Jewel Quest Mysteries 3 - The Seventh Gate,,
13,Jigoku Shoujo Akekazura,,
14,Jigsaw Puzzle DS: DS de Meguru Sekai Isan no Tabi,,
15,Jigsaw World: Daigekitou! Jig-Battle Heroes,,
16,Jinsei 8-Man-7000-Kai no Shokuji wo Tanoshiku suru: Oishiku Kiwameru Shokutsuu DS: Otona no Shuumatsu Henshuu-bu Gensen no Osusume Tenpo Jouhou Iri,,
17,Jinsei Game,,
18,Jinsei Game Q DS: Heisei no Dekigoto,,
19,Jishin DS: 72 Jikan,,
20,Jissen Pachi-Slot Hisshouhou! DS: Aladdin II Evolution,,
21,Jouchi Daigaku Tsuchiya Takahide Kyouju Kanshuu: Ryoukiki Exercise: Riron no Migi-te to Kansei no Hidari-te,,
22,JumpStart: Deep Sea Escape,,
23,Jungle School,,
